452.421997,468.174011
413.104004,456.859985
384.532013,427.834991
389.882996,423.29599
393.181,412.425995
397.130005,406.915985
396.196991,441.557007
421.131989,436.112
409.467987,423.519989
400.009003,414.937988
397.372009,406.622986
374.332001,401.016998
372.23999,385.210999
373.442993,390.97699
380.779999,391.378998
372.946014,385.497009
357.859009,377.695007
325.885986,364.487
289.29599,341.800995
302.559998,345.134003
320.481995,339.247009
327.187988,354.364014
347.687012,382.726013
352.963013,375.066986
355.950989,367.19101
356.144012,379.433014
368.897003,397.226013
391.324005,411.697998
388.765991,402.22699
373.070007,398.807007
375.389008,385.477997
378.971008,395.15799
386.457001,393.938995
378.252014,390.084015
380.834015,392.645996
382.248993,388.575989
356.446991,385.048004
353.304993,364.345001
342.877014,359.860992
343.931,359.221008
349.80899,358.631989
352.678986,359.984009
335.342987,357.833008
335.071991,350.912994
337.141998,348.045013
321.054993,340.528992
320.626007,329.049988
325.480988,334.002014
325.076996,331.766998
330.683014,343.368988
338.424011,352.966003
341.776001,352.731995
342.153992,347.032013
344.255005,363.626007
357.561005,374.81601
363.734985,371.309998
367.984985,429.717987
401.122986,457.092987
384.789001,419.252014
371.007996,405.528015
374.60199,390.799011
377.502014,410.199005
371.117004,392.402008
373.895996,386.480988
356.781006,382.024994
344.112,357.878998
350.877991,364.841003
353.174988,370.845001
366.669006,387.209015
374.783997,394.700989
365.81601,377.697998
368.282013,373.992004
358.454987,382.838013
372.144989,387.601013
373.30899,382.527008
376.669006,383.661987
377.863007,384.037994
374.346008,383.026001
367.759003,378.654999
365.756012,379.191986
370.945007,378.447998
373.274994,376.291992
361.885986,376.028992
344.950989,363.066986
346.36499,352.384003
338.763,361.356995
349.290985,352.983002
346.588013,352.381012
345.417999,353.31601
344.93399,351.815002
327.062012,345.859009
315.152008,333.95401
304.231995,323.709015
306.769012,318.53299
316.044006,330.325012
318.903015,329.628998
320.424988,334.117004
329.60199,336.286987
321.356995,334.740997
316.958008,322.670013
316.627014,331.424011
312.630005,328.911011
311.078003,320.028015
312.307007,320.266998
309.372986,314.80899
310.210999,320.192993
314.002991,320.434998
313.565002,315.838989
281.082001,315.149994
257.612,287.230011
265.084015,278.341003
272.696014,287.553009
283.07901,298.753998
282.174988,294.13501
280.53299,291.114014
273.966003,288.127014
265.039001,279.638
265.200012,272.203003
219.906006,268.277008
171.509995,223.893997
176.897003,229.067001
199.770996,221.591003
194.875,211.731003
194.505997,218.695007
207.317993,216.727997
205.153,215.240997
211.212006,227.787994
226.434006,237.018997
225.195999,234.845001
230.022003,248.210007
243.889999,255.074005
254.078995,309.384003
250.653,275.480011
227.046005,266.535004
220.712006,238.705994
225.839005,242.850998
216.309006,233.503998
212.014999,231.574005
222.658997,242.175003
224.483002,245.957001
221.113007,230.057999
214.725006,239.404999
216.231995,230.509995
222.606995,230.298996
221.076996,229.438004
217.018997,223.977005
215.332001,221.807007
218.074005,223.406006
217.613998,222.199005
221.261993,240.259003
235.528,259.808014
227.684006,265.610992
229.022003,239.520996
232.313995,245.774994
232.339996,244.251007
235.591995,242.671997
239.298996,247.100998
243.184006,255.320007
233.850998,246.391998
232.421005,240.108994
236.401993,239.901001
235.529999,239.339996
234.257004,237.710007
236.436005,256.653015
249.479004,254.692001
245.932999,261.660004
258.312988,276.300995
268.161011,285.79599
268.126007,284.225006
264.769012,281.666992
270.015015,277.608002
270.132996,277.854004
272.565002,277.858002
273.893005,292.700989
289.743011,300.044006
290.507996,297.390991
292.412994,297.088013
285.337006,294.497986
